text,sim_Morris,sim_SRD,delta
"A large room carved from the living rock, its purpose lost t",0.9407815,0.91690487,0.023876607
"The gateway into Ancient War Bunkers, where daylight gives w",0.8749577,0.91562855,-0.04067087
A long corridor that delves deeper into the earth. The walls,0.8375246,0.8643311,-0.026806533
"A large room carved from the living rock, its purpose lost t",0.9407815,0.91690487,0.023876607
The mouth of The Howling Wind Caves yawns before you like a ,0.8277749,0.8407683,-0.012993395
A vast underground space where your torchlight barely reache,0.836962,0.87167513,-0.03471315
A tight corridor where you must duck low and turn sideways i,0.9202813,0.9306808,-0.01039952
A dark pool of unknown depth reflects your torchlight like a,0.9115403,0.9179765,-0.006436169
"Far from the surface, this cavern exists in eternal darkness",0.88490355,0.9292448,-0.044341266
"The bustling heart of Millhaven Town Square, where merchants",0.812698,0.7653288,0.047369182
Colorful stalls and permanent shops line these busy streets.,0.8333497,0.8224299,0.010919809
An impressive stone building where the town council meets an,0.8557687,0.8350162,0.02075249
Here the various trade guilds have established their halls -,0.7778449,0.7694622,0.008382678
Massive wooden gates reinforced with iron bands mark the ent,0.87476367,0.8824977,-0.0077340603
Neat rows of two and three-story houses where the town's cit,0.9222393,0.89430356,0.027935743
"The heart of Elderbrook Village Center, where cobblestone pa",0.92586786,0.8881943,0.037673533
A cozy two-story inn with low oak beams and a crackling fire,0.7883313,0.7432523,0.045078993
The rhythmic clanging of hammer on anvil echoes from this st,0.7417847,0.7718581,-0.030073404
A peaceful expanse of grass where sheep graze and village fe,0.83493364,0.79753196,0.037401676
The edge of the village where cultivated fields give way to ,0.8902288,0.87545127,0.014777541
"The heart of Hilltop Village, where cobblestone paths conver",0.92037225,0.8785739,0.041798353
A cozy two-story inn with low oak beams and a crackling fire,0.7883313,0.7432523,0.045078993
The rhythmic clanging of hammer on anvil echoes from this st,0.7417847,0.7718581,-0.030073404
A peaceful expanse of grass where sheep graze and village fe,0.83493364,0.79753196,0.037401676
The edge of the village where cultivated fields give way to ,0.8902288,0.87545127,0.014777541
"The border of Blackthorn Battlefield, where open grasslands ",0.7612777,0.7532332,0.008044481
Vast grasslands where wildflowers dot the landscape and the ,0.8294244,0.8279801,0.0014442801
Gentle rises in the landscape that break the monotony of the,0.8714503,0.8711114,0.000338912
"The outer reaches of Ancient Battleground Forest, where civi",0.82053995,0.84188765,-0.021347702
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The outer reaches of Avalanche Slopes, where civilization gi",0.8203774,0.8463431,-0.02596569
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The outer reaches of Bandit Wood, where civilization gives w",0.84259313,0.8614723,-0.018879175
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The outer reaches of The Blasted Heath, where civilization g",0.82977474,0.8452898,-0.015515089
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The outer reaches of Valley of Bones, where civilization giv",0.8374448,0.85555136,-0.01810658
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"Where civilization meets the wild, the edge of The Burning F",0.77051055,0.81537354,-0.044862986
"Far from any path, the forest grows thick and wild. Massive ",0.8255576,0.84371936,-0.018161774
A peaceful glade where sunlight streams through the canopy o,0.85252416,0.8731371,-0.020612955
"Massive trees, older than memory, form a natural circle arou",0.8638181,0.88932604,-0.025507927
"A narrow trail winds between the trees, worn by generations ",0.83932066,0.8378484,0.0014722347
"The outer reaches of The Cloudy Summit, where civilization g",0.8238935,0.842142,-0.018248498
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"Where civilization meets the wild, the edge of Crystal Grove",0.7696645,0.81356347,-0.04389894
"Far from any path, the forest grows thick and wild. Massive ",0.8255576,0.84371936,-0.018161774
A peaceful glade where sunlight streams through the canopy o,0.85252416,0.8731371,-0.020612955
"Massive trees, older than memory, form a natural circle arou",0.8638181,0.88932604,-0.025507927
"A narrow trail winds between the trees, worn by generations ",0.83932066,0.8378484,0.0014722347
"The banks of Crystal Lake, where water meets land. Smooth st",0.8176671,0.845032,-0.02736485
Crystal clear water where the bottom is visible through the ,0.8933906,0.9319885,-0.03859788
"Where the water runs dark and deep, hiding secrets beneath i",0.9010252,0.93704087,-0.03601569
"The foothills of Crystal Peak, where the land begins its ste",0.75438523,0.7725725,-0.018187284
Steep rocky terrain that challenges even experienced climber,0.81167495,0.8187381,-0.0070631504
The windswept summit offers breathtaking views in all direct,0.81757766,0.85175914,-0.034181476
A natural shelter carved into the mountainside by wind and w,0.90596795,0.9252322,-0.019264221
"The outer reaches of The Cursed Moor, where civilization giv",0.8329549,0.84488016,-0.01192528
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The outer reaches of Dragons Roost Peak, where civilization ",0.83569896,0.85838485,-0.022685885
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"Where civilization meets the wild, the edge of Sacred Druid ",0.7668736,0.80982524,-0.042951643
"Far from any path, the forest grows thick and wild. Massive ",0.8255576,0.84371936,-0.018161774
A peaceful glade where sunlight streams through the canopy o,0.85252416,0.8731371,-0.020612955
"Massive trees, older than memory, form a natural circle arou",0.8638181,0.88932604,-0.025507927
"A narrow trail winds between the trees, worn by generations ",0.83932066,0.8378484,0.0014722347
"The outer reaches of Eagle Heights, where civilization gives",0.8306733,0.8516918,-0.021018505
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"Where civilization meets the wild, the edge of Elderoak Grov",0.7657839,0.8071577,-0.04137379
"Far from any path, the forest grows thick and wild. Massive ",0.8255576,0.84371936,-0.018161774
A peaceful glade where sunlight streams through the canopy o,0.85252416,0.8731371,-0.020612955
"Massive trees, older than memory, form a natural circle arou",0.8638181,0.88932604,-0.025507927
"A narrow trail winds between the trees, worn by generations ",0.83932066,0.8378484,0.0014722347
"The foothills of Frostpeak Mountain, where the land begins i",0.74707377,0.7564082,-0.009334445
Steep rocky terrain that challenges even experienced climber,0.81167495,0.8187381,-0.0070631504
The windswept summit offers breathtaking views in all direct,0.81757766,0.85175914,-0.034181476
A natural shelter carved into the mountainside by wind and w,0.90596795,0.9252322,-0.019264221
"The outer reaches of Giant Burial Mounds, where civilization",0.8428901,0.8700745,-0.027184427
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The outer reaches of The Giants Stairs, where civilization g",0.84836316,0.87053937,-0.022176206
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The border of Golden Wheat Fields, where open grasslands str",0.79527795,0.7850356,0.010242343
Vast grasslands where wildflowers dot the landscape and the ,0.8294244,0.8279801,0.0014442801
Gentle rises in the landscape that break the monotony of the,0.8714503,0.8711114,0.000338912
"The outer reaches of Village Grazing Commons, where civiliza",0.8236991,0.83791673,-0.014217615
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The outer reaches of Hidden Valley, where civilization gives",0.8347267,0.8576498,-0.022923112
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The banks of Natural Hot Springs, where water meets land. Sm",0.82718647,0.8529153,-0.025728822
Crystal clear water where the bottom is visible through the ,0.8933906,0.9319885,-0.03859788
"Where the water runs dark and deep, hiding secrets beneath i",0.9010252,0.93704087,-0.03601569
"The outer reaches of Royal Hunting Grounds, where civilizati",0.8470626,0.858415,-0.01135242
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The outer reaches of The Lightning Stones, where civilizatio",0.8544246,0.88004494,-0.025620341
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"Where civilization meets the wild, the edge of The Lost Wood",0.8076043,0.83963203,-0.03202772
"Far from any path, the forest grows thick and wild. Massive ",0.8255576,0.84371936,-0.018161774
A peaceful glade where sunlight streams through the canopy o,0.85252416,0.8731371,-0.020612955
"Massive trees, older than memory, form a natural circle arou",0.8638181,0.88932604,-0.025507927
"A narrow trail winds between the trees, worn by generations ",0.83932066,0.8378484,0.0014722347
Where solid ground gives way to the treacherous wetlands of ,0.88618416,0.8817918,0.0043923855
"Dark waters reflect the gnarled branches overhead, while str",0.88093776,0.8994911,-0.018553317
A small patch of dry land in the midst of the wetlands. Anci,0.8483325,0.84884125,-0.00050872564
"The foothills of Meditation Peak, where the land begins its ",0.7499082,0.7643379,-0.014429688
Steep rocky terrain that challenges even experienced climber,0.81167495,0.8187381,-0.0070631504
The windswept summit offers breathtaking views in all direct,0.81757766,0.85175914,-0.034181476
A natural shelter carved into the mountainside by wind and w,0.90596795,0.9252322,-0.019264221
"Where civilization meets the wild, the edge of Woods of Lost",0.8183607,0.8431748,-0.024814129
"Far from any path, the forest grows thick and wild. Massive ",0.8255576,0.84371936,-0.018161774
A peaceful glade where sunlight streams through the canopy o,0.85252416,0.8731371,-0.020612955
"Massive trees, older than memory, form a natural circle arou",0.8638181,0.88932604,-0.025507927
"A narrow trail winds between the trees, worn by generations ",0.83932066,0.8378484,0.0014722347
Where solid ground gives way to the treacherous wetlands of ,0.86853063,0.8619112,0.0066194534
"Dark waters reflect the gnarled branches overhead, while str",0.88093776,0.8994911,-0.018553317
A small patch of dry land in the midst of the wetlands. Anci,0.8483325,0.84884125,-0.00050872564
"Where civilization meets the wild, the edge of Misty Vale Fo",0.7610909,0.7903693,-0.029278398
"Far from any path, the forest grows thick and wild. Massive ",0.8255576,0.84371936,-0.018161774
A peaceful glade where sunlight streams through the canopy o,0.85252416,0.8731371,-0.020612955
"Massive trees, older than memory, form a natural circle arou",0.8638181,0.88932604,-0.025507927
"A narrow trail winds between the trees, worn by generations ",0.83932066,0.8378484,0.0014722347
"The outer reaches of Moonlit Glade, where civilization gives",0.8045672,0.8220856,-0.017518401
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The outer reaches of Observatory Mount, where civilization g",0.82476324,0.850909,-0.026145756
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The outer reaches of Old Mill Pond, where civilization gives",0.8584432,0.86812264,-0.009679437
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The outer reaches of Poison Thorn Maze, where civilization g",0.8314279,0.8575262,-0.026098311
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The foothills of Quarry Mountain, where the land begins its ",0.7407192,0.7489055,-0.008186281
Steep rocky terrain that challenges even experienced climber,0.81167495,0.8187381,-0.0070631504
The windswept summit offers breathtaking views in all direct,0.81757766,0.85175914,-0.034181476
A natural shelter carved into the mountainside by wind and w,0.90596795,0.9252322,-0.019264221
"The outer reaches of Windswept Rocky Outcrop, where civiliza",0.79990256,0.82245517,-0.02255261
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The border of Rolling Meadows, where open grasslands stretch",0.76835215,0.7508086,0.017543554
Vast grasslands where wildflowers dot the landscape and the ,0.8294244,0.8279801,0.0014442801
Gentle rises in the landscape that break the monotony of the,0.8714503,0.8711114,0.000338912
"The outer reaches of Whitewater Rapids, where civilization g",0.814158,0.8347763,-0.02061826
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"Where civilization meets the wild, the edge of Shadowpine Fo",0.7614803,0.80818605,-0.046705782
"Far from any path, the forest grows thick and wild. Massive ",0.8255576,0.84371936,-0.018161774
A peaceful glade where sunlight streams through the canopy o,0.85252416,0.8731371,-0.020612955
"Massive trees, older than memory, form a natural circle arou",0.8638181,0.88932604,-0.025507927
"A narrow trail winds between the trees, worn by generations ",0.83932066,0.8378484,0.0014722347
"The outer reaches of Shepherds Hills, where civilization giv",0.8361931,0.8429009,-0.0067077875
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"Where civilization meets the wild, the edge of Silverleaf Fo",0.7471744,0.79669863,-0.049524248
"Far from any path, the forest grows thick and wild. Massive ",0.8255576,0.84371936,-0.018161774
A peaceful glade where sunlight streams through the canopy o,0.85252416,0.8731371,-0.020612955
"Massive trees, older than memory, form a natural circle arou",0.8638181,0.88932604,-0.025507927
"A narrow trail winds between the trees, worn by generations ",0.83932066,0.8378484,0.0014722347
"The banks of Silver River Banks, where water meets land. Smo",0.8275034,0.84594417,-0.018440783
Crystal clear water where the bottom is visible through the ,0.8933906,0.9319885,-0.03859788
"Where the water runs dark and deep, hiding secrets beneath i",0.9010252,0.93704087,-0.03601569
"The outer reaches of The Singing Pines, where civilization g",0.85335636,0.8550935,-0.0017371178
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The outer reaches of Circle of Standing Stones, where civili",0.8700941,0.8902624,-0.020168304
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The foothills of Storm Mountain, where the land begins its s",0.75940996,0.7695897,-0.010179758
Steep rocky terrain that challenges even experienced climber,0.81167495,0.8187381,-0.0070631504
The windswept summit offers breathtaking views in all direct,0.81757766,0.85175914,-0.034181476
A natural shelter carved into the mountainside by wind and w,0.90596795,0.9252322,-0.019264221
"The outer reaches of Thornwood Thicket, where civilization g",0.80820227,0.83114946,-0.022947192
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The outer reaches of Thunderfall Cavern, where civilization ",0.8190547,0.8477185,-0.028663754
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"Where civilization meets the wild, the edge of The Whisperin",0.77763283,0.80647624,-0.028843403
"Far from any path, the forest grows thick and wild. Massive ",0.8255576,0.84371936,-0.018161774
A peaceful glade where sunlight streams through the canopy o,0.85252416,0.8731371,-0.020612955
"Massive trees, older than memory, form a natural circle arou",0.8638181,0.88932604,-0.025507927
"A narrow trail winds between the trees, worn by generations ",0.83932066,0.8378484,0.0014722347
"The border of Wildflower Meadows, where open grasslands stre",0.7458591,0.72468257,0.021176517
Vast grasslands where wildflowers dot the landscape and the ,0.8294244,0.8279801,0.0014442801
Gentle rises in the landscape that break the monotony of the,0.8714503,0.8711114,0.000338912
"The outer reaches of Wind-Carved Canyons, where civilization",0.81153524,0.8388816,-0.027346373
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The outer reaches of Wind Howl Pass, where civilization give",0.84376454,0.8654225,-0.021657944
"Deep within the wilderness, far from any settlement or road.",0.8475249,0.86498785,-0.017462969
"The border of The Windy Plains, where open grasslands stretc",0.7574568,0.7375488,0.019907951
Vast grasslands where wildflowers dot the landscape and the ,0.8294244,0.8279801,0.0014442801
Gentle rises in the landscape that break the monotony of the,0.8714503,0.8711114,0.000338912
"The main village where most adventures begin, with shops, ho",0.7662724,0.7482436,0.018028855
A larger trading town with a busy marketplace and guild hall,0.7310286,0.72489524,0.0061333776
A small settlement at the junction of major trade routes,0.69847655,0.7411419,-0.042665362
A peaceful fishing village along the Silver River,0.75706804,0.7220388,0.035029233
A fortified village overlooking the surrounding valleys,0.5783517,0.5590378,0.019313872
The commercial district of a major city,0.69375044,0.69586027,-0.0021098256
Where artisans and skilled workers ply their trades,0.41655,0.42732137,-0.010771364
The wealthy residential area with manor houses,0.62565184,0.5964062,0.029245615
A famous three-story inn with comfortable rooms and hearty m,0.647819,0.5757421,0.07207686
A rowdy tavern popular with adventurers and merchants,0.48958167,0.3979658,0.091615885
An upscale inn catering to wealthy travelers,0.47794825,0.4212541,0.05669415
A simple but clean roadside inn,0.72702825,0.7202842,0.006744027
"The seat of power for the region, with throne room, barracks",0.7330307,0.74043024,-0.007399559
A magnificent religious structure serving the entire region,0.7776607,0.7964268,-0.018766046
A mysterious tower where magical research is conducted,0.68693554,0.74014866,-0.05321312
A repository of knowledge and ancient texts,0.45900726,0.509637,-0.050629735
Where trade agreements are made and caravans organized,0.6387428,0.6271466,0.011596203
A large forge complex producing weapons and armor,0.6767564,0.76734656,-0.09059018
Hidden headquarters of the local thieves guild,0.6820168,0.6856276,-0.0036107898
A once-grand estate now fallen into ruin,0.6489999,0.5938518,0.055148125
A dense forest where strange voices can be heard on the wind,0.77841485,0.75275713,0.025657713
A beautiful woodland known for its silver-barked trees,0.73151416,0.68886423,0.042649925
A dangerous tangle of thorny undergrowth and twisted trees,0.522243,0.5477646,-0.025521576
"An ancient grove of massive oak trees, some over a thousand ",0.81301737,0.7658527,0.04716468
A dark coniferous forest where few dare to venture,0.6444464,0.62491775,0.019528627
A peaceful clearing where moonflowers bloom in perpetual twi,0.6143271,0.57609487,0.038232207
Well-maintained woodland reserved for noble hunts,0.5478183,0.50457495,0.04324335
A mystical forest grove tended by ancient druids,0.5816027,0.53661156,0.044991136
A lawless forest where outlaws make their camps,0.66072845,0.6278844,0.032844067
A fog-shrouded woodland in a deep valley,0.6528206,0.62590885,0.026911736
A cursed woodland where trees burn but are never consumed,0.7473514,0.70675075,0.040600657
A magical forest where crystal formations grow from living t,0.751407,0.76354605,-0.012139022
A confusing maze of paths where travelers become hopelessly ,0.7206998,0.708464,0.012235761
"Woodland grown over an old battlefield, haunted by warrior s",0.741952,0.66192544,0.08002657
A forest where the wind through the pines creates haunting m,0.6425593,0.6325774,0.009981871
Vast farmlands that feed the surrounding settlements,0.5935877,0.6187861,-0.0251984
Vast grasslands swept by constant winds,0.63885146,0.65524477,-0.016393304
Gentle hills where flocks graze peacefully,0.54273754,0.45402184,0.0887157
Ancient monoliths arranged in mysterious patterns,0.59846985,0.64453137,-0.046061516
"Site of a great battle, now overgrown with thorns",0.7520393,0.70279336,0.049245954
Colorful fields that bloom different flowers each season,0.76062214,0.7226903,0.03793186
Shared pastureland used by multiple settlements,0.65958935,0.7100131,-0.05042374
Exposed stone formations rising from the plains,0.70090747,0.7218597,-0.020952225
A secret valley accessible only through narrow passes,0.74359703,0.75586087,-0.0122638345
A desolate heathland where strange lights dance at night,0.73278743,0.69138014,0.041407287
Ancient earthen mounds said to contain treasures of fallen g,0.7242236,0.7247863,-0.00056266785
The shores and shallows of the main river,0.5597254,0.5519041,0.0078213215
A pristine mountain lake with crystal-clear waters,0.5904428,0.5777745,0.012668252
Vast wetlands filled with dangerous creatures and hidden pat,0.71379006,0.760251,-0.046460927
A fog-covered swampland where will-o-wisps lead travelers as,0.53886265,0.5368141,0.002048552
A cave system behind a massive waterfall,0.75889885,0.8226327,-0.063733816
A peaceful pond near an abandoned water mill,0.74178815,0.7297287,0.01205945
Dangerous fast-flowing sections of the river,0.6649092,0.70481765,-0.03990847
"A wasteland where nothing grows, scarred by ancient magic",0.7471125,0.7286371,0.018475413
A cursed valley littered with the remains of great beasts,0.80314326,0.7263765,0.07676679
Deep gorges carved by centuries of harsh winds,0.70672923,0.71206486,-0.005335629
A natural labyrinth of toxic thorny plants,0.5072026,0.59391963,-0.08671701
A field of standing stones that attract constant lightning s,0.8169991,0.8436088,-0.026609719
Natural caverns filled with luminous crystal formations,0.5793608,0.6402325,-0.06087172
Vast caves home to thousands of bats and worse things,0.8422339,0.806115,0.036118925
Caves where enormous fungi create an alien landscape,0.62845194,0.6897813,-0.061329365
Permanently frozen caverns in the northern mountains,0.5961317,0.5995761,-0.0034444332
Volcanic caves formed by flows of molten rock,0.52642345,0.5853377,-0.058914244
Caves that served as burial grounds for ancient peoples,0.65457106,0.6198895,0.03468156
Old mining tunnels rich in precious stones,0.7327126,0.70504814,0.027664483
Deep caves home to a family of mountain trolls,0.78529406,0.73843694,0.04685712
Caves draped in massive spider webs,0.5329374,0.55480236,-0.02186495
Caves where wind creates eerie sounds,0.6401354,0.673905,-0.033769608
Underground chambers with magical healing waters,0.6532681,0.68335974,-0.030091643
The ancient home of a powerful crystal dragon,0.77573705,0.7778511,-0.0021140575
A confusing network of interconnected passages,0.48726368,0.56148946,-0.07422578
Caves overtaken by intelligent mushroom colonies,0.51357484,0.5189699,-0.005395055
Caves lined with reflective crystal surfaces,0.573894,0.6370112,-0.06311715
Magical caves where time flows differently,0.7908019,0.8129604,-0.022158504
Caves containing portals to the shadow dimension,0.5745817,0.68555963,-0.11097795
Underground ruins of a great library,0.715354,0.69614273,0.019211292
Extensive mining complex abandoned by the dwarves centuries ,0.7318579,0.7313957,0.00046217442
Underground burial chambers from a lost civilization,0.6956953,0.6972499,-0.0015546083
Secret passages used by criminals and rebels,0.67677855,0.6903493,-0.013570726
Underground waterways beneath a ruined city,0.6971398,0.6973202,-0.00018042326
The burial site of a powerful dark wizard,0.7870907,0.7991253,-0.012034595
A subterranean temple to forgotten deities,0.46954268,0.4427156,0.026827097
Underground cells where dangerous criminals were kept,0.6951289,0.74131364,-0.04618472
Underground lab filled with dangerous experiments,0.6727761,0.73732346,-0.06454736
Heavily trapped underground storage for royal riches,0.7146055,0.74493366,-0.030328155
Underground fortifications from an old conflict,0.7089327,0.70527554,0.0036571622
Hidden underground meeting place for dark cultists,0.82178545,0.83239675,-0.010611296
Underground cells designed to hold magical beings,0.71965826,0.8041627,-0.084504426
Underground facility where magical constructs were built,0.62518597,0.7132019,-0.088015914
The hidden chamber where a lich stores their soul,0.64098966,0.6725322,-0.03154254
Underground chamber with portals to other planes,0.56323075,0.6667079,-0.10347712
"The highest peak in the region, perpetually snow-covered",0.6531639,0.65629935,-0.0031354427
A mountain peak where ancient dragons once nested,0.6070156,0.63226044,-0.025244832
A peak that attracts constant lightning and storms,0.59665465,0.6403183,-0.04366362
A mountain with exposed crystal formations,0.6427087,0.6984397,-0.055731
Mountain cliffs where giant eagles make their aeries,0.6788254,0.66857994,0.010245442
A peak often shrouded in mystical clouds,0.67911124,0.6986496,-0.019538343
Dangerous mountainside prone to deadly snowslides,0.45245034,0.49433154,-0.041881204
Massive stone steps carved into the mountainside,0.68565285,0.7096926,-0.024039745
A treacherous mountain pass swept by fierce winds,0.67577,0.65543973,0.02033025
A sacred mountain used by monks for spiritual practices,0.70437944,0.6824362,0.021943212
Mountain peak with ancient astronomical instruments,0.5960622,0.65028787,-0.054225683
A mountain being slowly carved away for stone,0.8122308,0.791595,0.020635843
A peaceful religious retreat high in the mountains,0.7531036,0.7132958,0.039807796
A rough settlement where miners extract precious metals,0.58895266,0.6223225,-0.03336984
The simple dwelling of a wise mountain hermit,0.6754032,0.6487073,0.026695907
A fortified tower for long-distance communication,0.5542693,0.6304456,-0.076176286
A defensive structure built across a mountain chasm,0.7634071,0.79303277,-0.029625654
A mystical temple that seems to float among the clouds,0.80700797,0.80806994,-0.001061976
A welcoming inn for weary mountain travelers,0.65346724,0.55225056,0.101216674
A reinforced shelter for surviving mountain disasters,0.6856416,0.7029104,-0.017268836
Ruins of a once-magnificent elven metropolis,0.31448278,0.29430097,0.020181805
A human city that sank beneath the waves centuries ago,0.84294707,0.8446948,-0.0017477274
The crashed remains of a floating magical city,0.8081548,0.8286762,-0.020521402
The colossal ruined stronghold of ancient giants,0.63222456,0.58959264,0.042631924
The devastated remains of a great school of magic,0.85303915,0.78562146,0.06741768
A massive stone theater from a bygone age,0.7596793,0.7437092,0.01597011
The ruined capital of a kingdom destroyed by volcanic erupti,0.6111208,0.62409425,-0.012973428
A city abandoned due to supernatural plague,0.7622561,0.7544675,0.0077885985
"A city built entirely of crystal, now broken and dangerous",0.8592038,0.8737043,-0.014500499
"A city unstuck in time, existing in multiple eras simultaneo",0.76034784,0.7986037,-0.03825587
A city of the dead where undead creatures walk eternal vigil,0.7397734,0.67969894,0.06007445
Magical islands that crashed to earth long ago,0.831707,0.842213,-0.010505974
Ancient temple dedicated to a solar deity,0.52345335,0.55603236,-0.032579005
Sacred site that glows with lunar energy,0.6383854,0.7039039,-0.0655185
Massive statues and altars honoring a deity of battle,0.55383575,0.54014814,0.013687611
Ancient druidic temple grown from living trees,0.67931986,0.64039934,0.03892052
Ominous tomb complex dedicated to death itself,0.716848,0.714441,0.0024070144
Mountaintop altar that channels lightning and thunder,0.61238,0.62782437,-0.015444338
Ancient lighthouse that still guides ships with divine light,0.7702394,0.7958331,-0.025593698
Vast ruined library dedicated to the god of wisdom,0.71325636,0.67795515,0.03530121
The calm center of a permanent magical tempest,0.7266722,0.7363471,-0.009674907
An area where time flows unpredictably,0.76400673,0.785913,-0.021906257
A region where gravity works differently,0.7247658,0.7875062,-0.062740445
Where all four classical elements meet in chaotic harmony,0.73451686,0.76483333,-0.030316472
A place where the boundary between dreams and reality is thi,0.83627355,0.8605609,-0.024287343
An unpredictable area where magic behaves erratically,0.61991423,0.6480651,-0.028150856
An area where no sound can be made or heard,0.8653864,0.8304175,0.034968913
A forest where forgotten memories take physical form,0.8286128,0.83089983,-0.0022870302
A gateway to the realm of faeries and nature spirits,0.5358872,0.5531174,-0.017230213
A dark portal to the realm of shadows and death,0.7322371,0.7377639,-0.005526781
A gateway to the Plane of Fire,0.653085,0.72245145,-0.069366455
Ancient site used for traveling to the Astral Plane,0.7241938,0.79379773,-0.06960392
A ritual site where demons were once summoned,0.6299686,0.6041469,0.025821686
A tower that serves as a beacon for heavenly beings,0.61845505,0.6603522,-0.041897118
A tear in reality leading to absolute nothingness,0.7052009,0.7457688,-0.040567875
